specimen,PD_A,PD_B,CS_A,CS_B
160_16__rec_align_merged.mrk.json,0.017778420613013497,0.01825071439716947,196.9424074506027,196.95046843230082
160_18_rec_align_merged.mrk.json,0.021515622041612295,0.021875160483158542,189.80656279453677,189.79380949957763
160_19__rec_align_merged.mrk.json,0.020333503044037457,0.020744633783907535,193.28126524488874,193.2671989288678
160_21_rec_align_merged.mrk.json,0.016378126901238105,0.01672585925218303,197.9597429597751,197.9528625387144
160_22_rec_align_merged.mrk.json,0.015012114554322473,0.015562565246360746,204.75602509839896,204.76082722392854
160_26__rec_align_merged.mrk.json,0.017069215874584227,0.017298636211165428,201.1161833280963,201.13621379955856
160_28__rec_align_merged.mrk.json,0.014849456490311698,0.015274503145782724,201.738768732307,201.76067860622823
160_29_rec_align_merged.mrk.json,0.021414284017522846,0.0217510897320518,194.1675446073002,194.17440340010884
160_30_rec_align_merged.mrk.json,0.018478292341231127,0.01882615876561564,201.2271609450397,201.2252078102502
160_31__rec_align_merged.mrk.json,0.014655691010884094,0.015132557274768811,197.31570905121595,197.33135279585176
160_32_rec_align_merged.mrk.json,0.017093631106824936,0.0175056879850344,201.10908278066984,201.1246667398922
160_33_rec_align_merged.mrk.json,0.015090258263008817,0.015565673978726026,201.82605018903175,201.82567470678111
160_9_rec_align_merged.mrk.json,0.017639888724723978,0.018056656992701852,200.09445570052785,200.10280351126758
801-24__rec_align_merged.mrk.json,0.020073911429714153,0.02058371517987193,195.92830434911846,195.93690949653706
